納品日,取引先コード,VDRコード,取引先名(漢字),商品コード,便,JANコード,JAN区分,商品名(漢字),DEPT-CLASS,センター入数,パック入数,JANコード下4桁,商品名(カナ)
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,123514,2,4903423794920,1,０１０１石川県庁情報冊子一式　　　　　　　　,19100,1,0,4920,0101ｲｼｶﾜｹﾝﾁｮｳｼﾞｮｳﾎｳｻｯｼ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,123518,2,4903423794937,1,１２２６　Ｚ　デザート什器用看板差替ＰＯＰ　,19100,1,0,4937,1226 Z ﾃﾞｻﾞｰﾄｼﾞｭｳｷﾖｳｶﾝ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,123518,2,4903423794937,1,１２２６　Ｚ　デザート什器用看板差替ＰＯＰ　,19100,1,0,4937,1226 Z ﾃﾞｻﾞｰﾄｼﾞｭｳｷﾖｳｶﾝ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,123518,2,4903423794937,1,１２２６　Ｚ　デザート什器用看板差替ＰＯＰ　,19100,1,0,4937,1226 Z ﾃﾞｻﾞｰﾄｼﾞｭｳｷﾖｳｶﾝ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,123522,2,4903423794944,1,１２２５　ＡｐｐｌｅキャンペーンＰＯＰ　（販,19100,1,0,4944,1225 ｱｯﾌﾟﾙｷｬﾝﾍﾟｰﾝ(ﾊﾝｿｸ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,123522,2,4903423794944,1,１２２５　ＡｐｐｌｅキャンペーンＰＯＰ　（販,19100,1,0,4944,1225 ｱｯﾌﾟﾙｷｬﾝﾍﾟｰﾝ(ﾊﾝｿｸ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,123522,2,4903423794944,1,１２２５　ＡｐｐｌｅキャンペーンＰＯＰ　（販,19100,1,0,4944,1225 ｱｯﾌﾟﾙｷｬﾝﾍﾟｰﾝ(ﾊﾝｿｸ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,124331,2,2312433100000,14,●ホッとな　おだしパスタ　七味豚しゃぶとねぎ,03003,9,0,4331,ｵﾀﾞｼﾊﾟｽﾀｼﾁﾐﾌﾞﾀｼｬﾌﾞﾄﾈｷﾞ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124340,2,4903380099687,1,Ｌ－１４ＵＣティラミス（４号相当）１２／２１,13006,1,0,9687,UC ﾃｨﾗﾐｽ 4ｺﾞｳｿｳﾄｳ12/21,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,124366,2,4549737143810,1,●野菜市★人参　　　　　　　　　　　　　　　,16001,1,0,3810,ﾆﾝｼﾞﾝ                 ,
20231226,118931,228222,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124410,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２１,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/21,
20231226,118931,228133,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124410,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２１,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/21,
20231226,118931,228010,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124410,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２１,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/21,
20231226,118931,228010,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124411,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２２,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/22,
20231226,118931,228133,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124411,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２２,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/22,
20231226,118931,228222,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124411,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２２,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/22,
20231226,118931,228010,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124412,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２３,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/23,
20231226,118931,228222,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124412,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２３,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/23,
20231226,118931,228133,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124412,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２３,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/23,
20231226,118931,228010,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124430,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２４,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/24,
20231226,118931,228222,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124430,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２４,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/24,
20231226,118931,228133,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,124430,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２４,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/24,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,124460,2,4903423118306,1,０１０９　レール資材　いちごフェア　　　　　,19100,1,0,8306,0109 ﾚｰﾙｼｻﾞｲ ｲﾁｺﾞﾌｪｱ  ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,124460,2,4903423118306,1,０１０９　レール資材　いちごフェア　　　　　,19100,1,0,8306,0109 ﾚｰﾙｼｻﾞｲ ｲﾁｺﾞﾌｪｱ  ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,124460,2,4903423118306,1,０１０９　レール資材　いちごフェア　　　　　,19100,1,0,8306,0109 ﾚｰﾙｼｻﾞｲ ｲﾁｺﾞﾌｪｱ  ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,124530,2,4549737136409,1,●定番○大根Ｌ１／２カット　　　　　　　　　,16001,1,0,6409,ﾀﾞｲｺﾝL1/2ｶｯﾄ          ,
20231226,126608,221457,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,125101,2,2312510100000,14,●具たっぷりサンド　彩りミックス　　　　　　,02003,12,0,5101,ｸﾞﾀｯﾌﾟﾘｻﾝﾄﾞ ｲﾛﾄﾞﾘﾐｯｸｽ ,
20231226,126608,221457,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,125195,2,2312519500000,14,●海老かつ・ひれかつＢＯＸ　　　　　　　　　,02003,12,0,5195,ｴﾋﾞｶﾂ ﾋﾚｶﾂBOX         ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,125203,2,4903380099687,1,Ｌ－１４ＵＣティラミス（４号相当）１２／２２,13006,1,0,9687,UC ﾃｨﾗﾐｽ 4ｺﾞｳｿｳﾄｳ12/22,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,125238,2,2312523800000,14,●Ｌ生パスタカルボナーラ（北海道産牛乳）　　,03003,12,0,5238,ﾅﾏﾊﾟｽﾀｶﾙﾎﾞﾅｰﾗﾎｯｶｲﾄﾞｳｻﾝ,
20231226,125121,220264,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,125323,2,2312532300000,14,肉卸小島　黒毛和牛しぐれ煮の恵方巻３１日２便,01005,1,0,5323,ﾆｸｵﾛｼｺｼﾞﾏ ｴﾎｳﾏｷ  31ﾆﾁ2,
20231226,125121,220264,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,125433,2,2312543300000,14,肉卸小島　黒毛和牛しぐれ煮の恵方巻１日２便　,01005,1,0,5433,ﾆｸｵﾛｼｺｼﾞﾏ ｴﾎｳﾏｷ  1ﾆﾁ2 ,
20231226,126977,386618,㈱ＳＣＩ（日本クッカリー八千代　米飯）　　　　　　,125620,2,2312562000000,14,●Ｌメンチカツ弁当　　　　　　　　　　　　　,01011,8,0,5620,ﾒﾝﾁｶﾂﾍﾞﾝﾄｳ            ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,125689,2,2312568900000,14,◇金しゃりおにぎり　焼さけハラミ　　　　　　,01007,40,0,5689,ｷﾝｼｬﾘ ﾔｷｻｹﾊﾗﾐ         ,
20231226,125121,220264,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,125861,2,2312586100000,14,肉卸小島　黒毛和牛しぐれ煮の恵方巻２日２便　,01005,1,0,5861,ﾆｸｵﾛｼｺｼﾞﾏ ｴﾎｳﾏｷ  2ﾆﾁ2 ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,125901,2,4935850104904,1,●ドールフルーツパウチ　　　　パイナップル　,16006,24,0,4904,ﾌﾙｰﾂﾊﾟｳﾁﾊﾟｲﾅｯﾌﾟﾙ      ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,125934,2,4549737136430,1,●定番○ミニトマト９０ｇ　　　　　　　　　　,16001,1,0,6430,ﾐﾆﾄﾏﾄ90G              ,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,125991,2,4549737095478,1,２２年迎春束Ｂ　１２／２９　　　　　　　　　,16004,1,0,5478,22ﾈﾝｹﾞｲｼｭﾝﾀﾊﾞB12/29   ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,126178,2,2312617800000,14,焼鮭幕の内　　　　　　　　　　　　　　　　　,01001,10,0,6178,ﾔｷｻｹﾏｸﾉｳﾁ             ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,126248,2,2312624800000,14,●Ｌ大盛　厚切りベーコンのナポリタン　　　　,03003,6,0,6248,ｵｵﾓﾘ ｱﾂｷﾞﾘﾍﾞｰｺﾝﾉﾅﾎﾟﾘﾀﾝ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,126314,2,4903423814048,1,０１０２酒メーカーＰＯＰ　　　　　　　　　　,19100,1,0,4048,0102ｻｹﾒｰｶｰPOP         ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,126314,2,4903423814048,1,０１０２酒メーカーＰＯＰ　　　　　　　　　　,19100,1,0,4048,0102ｻｹﾒｰｶｰPOP         ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,126314,2,4903423814048,1,０１０２酒メーカーＰＯＰ　　　　　　　　　　,19100,1,0,4048,0102ｻｹﾒｰｶｰPOP         ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,126348,2,2312634800000,14,●煮込み豚バラチャーシュー麺　　　　　　　　,03002,6,0,6348,ﾆｺﾐﾌﾞﾀﾊﾞﾗﾁｬｰｼｭｰﾒﾝ     ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,126357,2,4903423179833,1,１２２３　ＦＦ什器上３枠　クリスマスチキン３,19100,1,0,9833,1223 FFｼﾞｭｳｷｳｴ3ﾜｸ ｸﾘｽﾏ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,126357,2,4903423179833,1,１２２３　ＦＦ什器上３枠　クリスマスチキン３,19100,1,0,9833,1223 FFｼﾞｭｳｷｳｴ3ﾜｸ ｸﾘｽﾏ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,126357,2,4903423179833,1,１２２３　ＦＦ什器上３枠　クリスマスチキン３,19100,1,0,9833,1223 FFｼﾞｭｳｷｳｴ3ﾜｸ ｸﾘｽﾏ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,126393,2,4903380099687,1,Ｌ－１４ＵＣティラミス（４号相当）１２／２３,13006,1,0,9687,UC ﾃｨﾗﾐｽ 4ｺﾞｳｿｳﾄｳ12/23,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,126409,2,4973397727767,1,●カレーシチューの具材　　　　　　　　　　　,16001,15,0,7767,ｶﾚｰｼﾁｭｰﾉｸﾞｻﾞｲ         ,
20231226,118931,228133,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,126504,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２５,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/25,
20231226,118931,228010,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,126504,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２５,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/25,
20231226,118931,228222,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,126504,2,4953762097978,1,Ｐ－２１４種のハードチーズアソート１２／２５,19010,1,0,7978,P-21ﾊｰﾄﾞﾁｰｽﾞｱｿｰﾄ 12/25,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,126621,2,4549737057032,1,●野菜市★人参　　　　　　　　　　　　　　　,16001,1,0,7032,ﾆﾝｼﾞﾝ                 ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,126864,2,4549737141670,1,●野菜市★人参　　　　　　　　　　　　　　　,16001,1,0,1670,ﾆﾝｼﾞﾝ                 ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,127022,2,4549737141694,1,●野菜市★きゅうり　　　　　　　　　　　　　,16001,1,0,1694,ｷｭｳﾘ                  ,
20231226,124001,286184,㈱日本コムサ　ＭＣ　　　　　　　　　　　　　　　　,127099,2,4903009014725,1,◎●ヨーク　ピルクル４００　　　４５５ｍｌ　,12003,18,0,4725,ﾖｰｸ ﾋﾟﾙｸﾙ400          ,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,127125,2,4903423338247,1,２１年　春彼岸用仏花　３本束　　　　　　　　,16004,1,0,8247,21ﾈﾝﾊﾙﾋｶﾞﾝﾖｳﾌﾞｯｶｻﾝﾎﾞﾝ ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,127195,2,4549737150849,1,●野菜市★人参　　　　　　　　　　　　　　　,16001,1,0,0849,ﾆﾝｼﾞﾝ                 ,
20231226,126608,221457,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,127208,2,2312720800000,14,●ＮＬサラダラップ　チキンと豆のコブサラダ　,02002,14,0,7208,ｻﾗﾀﾞﾗｯﾌﾟﾁｷﾝﾄﾏﾒﾉｺﾌﾞｻﾗﾀﾞ,
20231226,125121,220264,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,127260,2,2312726000000,14,肉卸小島　黒毛和牛しぐれ煮の恵方巻３日２便　,01005,1,0,7260,ﾆｸｵﾛｼｺｼﾞﾏ ｴﾎｳﾏｷ  3ﾆﾁ2 ,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,127391,2,4549737109021,1,２３年年末用仏花　　　　　　　　　　　　　　,16004,1,0,9021,23ﾈﾝﾈﾝﾏﾂﾖｳﾌﾞｯｶ        ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,127662,2,4549737143902,1,●野菜市★長ねぎ　　　　　　　　　　　　　　,16001,1,0,3902,ﾅｶﾞﾈｷﾞ                ,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,127703,2,4549737109083,1,２３年年末用仏花１２／２６　　　　　　　　　,16004,1,0,9083,23ﾈﾝﾈﾝﾏﾂﾖｳﾌﾞｯｶ12/26   ,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,127869,2,4549737074879,1,２２年　秋彼岸用仏花　３本束　９／１９　　　,16004,1,0,4879,22ﾈﾝｱｷﾋｶﾞﾝﾖｳﾌﾞｯｶｻﾝﾎﾞﾝ ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,127880,2,4903380099687,1,Ｌ－１４ＵＣティラミス（４号相当）１２／２４,13006,1,0,9687,UC ﾃｨﾗﾐｽ 4ｺﾞｳｿｳﾄｳ12/24,
20231226,125121,260941,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,127904,2,2312790400000,14,●予約弁当　赤飯　　　　　　　　　　　　　　,01100,1,0,7904,ﾖﾔｸﾍﾞﾝﾄｳ ｾｷﾊﾝ         ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,128159,2,4549737143926,1,●野菜市★きゅうり　　　　　　　　　　　　　,16001,1,0,3926,ｷｭｳﾘ                  ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,128573,2,4903380099687,1,Ｌ－１４ＵＣティラミス（４号相当）１２／２５,13006,1,0,9687,UC ﾃｨﾗﾐｽ 4ｺﾞｳｿｳﾄｳ12/25,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,128616,2,4549737143940,1,●野菜市★ミニトマト　　　　　　　　　　　　,16001,1,0,3940,ﾐﾆﾄﾏﾄ                 ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,128682,2,2312868200000,14,●Ｌ喫茶店の味！ナポリタン　　　　　　　　　,03003,12,0,8682,Lｷｯｻﾃﾝﾉｱｼﾞ!ﾅﾎﾟﾘﾀﾝ     ,
20231226,125121,260941,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,128711,2,2312871100000,14,●予約弁当　ふるまい御膳（白飯）　　　　　　,01100,1,0,8711,ﾖﾔｸ ﾌﾙﾏｲｺﾞｾﾞﾝ         ,
20231226,126951,218898,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,129311,2,2312931100000,14,手巻おにぎり　柚子七味焼鳥（たれ）　　　　　,01007,45,0,9311,ﾃﾏｷｵﾆｷﾞﾘﾕｽﾞｼﾁﾐﾔｷﾄﾘ(ﾀﾚ),
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,129726,2,4549737104446,1,２３年年末用仏花１２／２９　　　　　　　　　,16004,1,0,4446,23ﾈﾝﾈﾝﾏﾂﾖｳﾌﾞｯｶ12/29   ,
20231226,126608,221457,㈱ＳＣＩ（サンデリカ千葉）　　　　　　　　　　　　,129788,2,2312978800000,14,●ＮＬたんぱく質が摂れるチキンと野菜とたまご,02003,25,0,9788,ﾀﾝﾊﾟｸｼﾂ ﾁｷﾝﾄﾔｻｲﾄﾀﾏｺﾞ  ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,129962,2,2312996200000,14,●ホッとな　おだしパスタ～鶏ときのこ～　　　,03003,9,0,9962,ﾎｯﾄﾅ ｵﾀﾞｼﾊﾟｽﾀ ﾄﾘﾄｷﾉｺ  ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,130609,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／１９,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/19,
20231226,125121,260941,㈱ＳＣＩ（グルメデリカ所沢工場）　　　　　　　　　,130640,2,2313064000000,14,●予約弁当　ふるまい御膳（赤飯）　　　　　　,01100,1,0,0640,ﾖﾔｸ ﾌﾙﾏｲｺﾞｾﾞﾝ         ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,130801,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２０,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/20,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,130872,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２１,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/21,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,130879,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２２,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/22,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,131005,2,4903423338346,1,２１年　春彼岸用仏花　３本束　３／１５　　　,16004,1,0,8346,21ﾈﾝﾊﾙﾋｶﾞﾝﾖｳﾌﾞｯｶｻﾝﾎﾞﾝ ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,131287,2,4549737150870,1,●野菜市★長ねぎ　　　　　　　　　　　　　　,16001,1,0,0870,ﾅｶﾞﾈｷﾞ                ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131438,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２３,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/23,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,131471,2,4549737143957,1,●野菜市★なす　　　　　　　　　　　　　　　,16001,1,0,3957,ﾅｽ                    ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131617,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／１９,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/19,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131620,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２０,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/20,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,131668,2,4549737045251,1,野菜市★じゃが芋　　　　　　　　　　　　　　,16001,1,0,5251,ｼﾞｬｶﾞｲﾓ               ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131689,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２１,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/21,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131703,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２２,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/22,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131713,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２３,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/23,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131724,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２４,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/24,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,131749,2,4549737074886,1,２２年　秋彼岸用仏花　３本束　９／２２　　　,16004,1,0,4886,22ﾈﾝｱｷﾋｶﾞﾝﾖｳﾌﾞｯｶｻﾝﾎﾞﾝ ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,131761,2,4549737150887,1,●野菜市★なす　　　　　　　　　　　　　　　,16001,1,0,0887,ﾅｽ                    ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131852,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２４,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/24,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,131856,2,4903150647681,1,Ｐ－０７　牛肉のやわらか煮込み　　１２／２５,19010,1,0,7681,P-07ｷﾞｭｳﾆｸﾔﾜﾗｶﾆｺﾐ12/25,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,132034,2,4549737094662,1,●野菜市★ペルーみかん　　　　　　　　　　　,16006,1,0,4662,ﾍﾟﾙｰﾐｶﾝ               ,
20231226,001104,213772,販促資材　　　　　　　　　　　　　　　　　　　　　,132462,2,4903423125304,1,１２２６　Ｚ　お詫び三角柱ＰＯＰ　ジョブチュ,19100,1,0,5304,1226 Z ｵﾜﾋﾞｻﾝｶｸﾁｭｳPOP ,
20231226,001104,247278,販促資材　　　　　　　　　　　　　　　　　　　　　,132462,2,4903423125304,1,１２２６　Ｚ　お詫び三角柱ＰＯＰ　ジョブチュ,19100,1,0,5304,1226 Z ｵﾜﾋﾞｻﾝｶｸﾁｭｳPOP ,
20231226,001104,276359,販促資材　　　　　　　　　　　　　　　　　　　　　,132462,2,4903423125304,1,１２２６　Ｚ　お詫び三角柱ＰＯＰ　ジョブチュ,19100,1,0,5304,1226 Z ｵﾜﾋﾞｻﾝｶｸﾁｭｳPOP ,
20231226,126951,357847,㈱ＳＣＩ（日本クッカリー厚木）　　　　　　　　　　,132679,2,2313267900000,14,●Ｌチキンとキーマのスパイスカレー　　　　　,01011,1,0,2679,ﾁｷﾝﾄｷｰﾏﾉｽﾊﾟｲｽｶﾚｰ      ,
20231226,118931,240435,三菱食品㈱　　　　　　　　　　　　　　　　　　　　,132840,2,4968913417307,1,Ｐ－１８　ハム＆ソーセージアソート１２／２５,19010,1,0,7307,P-18ﾊﾑ&ｿｰｾｰｼﾞｱｿｰﾄ12/25,
20231226,115722,665509,㈱ＲＡＧ東京（標準）　　　　　　　　　　　　　　　,132872,2,4549737074893,1,２２年　秋彼岸用仏花セット　　　　　　　　　,16004,1,0,4893,22ﾈﾝｱｷﾋｶﾞﾝﾖｳﾌﾞｯｶｾｯﾄ   ,
20231226,115711,242136,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,132910,2,4904141001048,1,●もやし　　　　　　　　　　　　　　　　　　,16030,20,0,1048,ﾓﾔｼ                   ,
20231226,126985,221554,㈱ＳＣＩ（日本クッカリー八千代　惣菜・麺）　　　　,133073,2,2313307300000,14,●ホッとな　スープパスタ～ピリ辛トマト～　　,03003,9,0,3073,ﾎｯﾄﾅ ｽｰﾌﾟﾊﾟｽﾀ ﾋﾟﾘｶﾗﾄﾏﾄ,
20231226,115711,240524,㈱ＲＡＧ東京　　　　　　　　　　　　　　　　　　　,133130,2,4549737141533,1,●野菜市★梨　　　　　　　　　　　　　　　　,16006,1,0,1533,ﾅｼ                    ,
